"","anime_id","name","main_genre","type","episodes","rating","members","rating_10","rating_100","rating_1000"
"1764",9924,"Shukufuku no Campanella: La Campanella Della Benedizione","Comedy","OVA",1,6.62,4023,6.62,90.8474263766452,662
"1765",10723,"Sojunghan Nal-ui Kkum","Comedy","Movie",1,6.62,904,6.62,92.1929883835234,662
"1766",2626,"The☆Doraemons: Mushimushi Pyonpyon Daisakusen!","Fantasy","Movie",1,6.62,479,6.62,92.9436445256236,662
"1767",2210,"Tooi Sekai","Drama","ONA",1,6.62,11347,6.62,87.8520049610391,662
"1768",10055,"Black Jack: Heian Sento","Shounen","Movie",1,6.61,1087,6.61,90.5850907967127,661
"1769",6579,"Chikyuu Bouei Kazoku Special","Comedy","Special",1,6.61,215,6.61,96.0547512877827,661
"1770",8211,"Dance in the Vampire Bund Recap","Action","Special",1,6.61,9758,6.61,93.4860654069966,661
"1771",20441,"Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki","Adventure","Movie",1,6.61,260,6.61,96.684721855906,661
"1772",26359,"Persona 4 the Golden Animation: Thank you Mr. Accomplice","Adventure","Special",1,6.61,5230,6.61,92.5578341926636,661
"1773",11069,"Pokemon: Pikachu no Fushigi na Fushigi na Daibouken","Adventure","Special",1,6.61,3088,6.61,89.641748638365,661
"1774",15095,"Shin Koihime†Musou OVA Omake","Adventure","Special",1,6.61,1041,6.61,96.1684259281194,661
"1775",15015,"Shin Koihime†Musou: Otome Tairan OVA Omake","Adventure","Special",1,6.61,1035,6.61,85.7818786474768,661
"1776",5849,"Zettai Karen Children Recap","Action","Special",1,6.61,1603,6.61,89.874098618103,661
"1777",20655,"Amnesia OVA","Fantasy","OVA",1,6.6,15956,6.6,94.7031199743086,660
"1778",14317,"Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou","Sci-Fi","Special",1,6.6,5171,6.6,93.2703965082458,660
"1779",15325,"Dakara Boku wa, H ga Dekinai. Recap","Comedy","Special",1,6.6,11869,6.6,91.3021182393881,660
"1780",7578,"Gokinjo Monogatari the Movie","Comedy","Movie",1,6.6,1343,6.6,90.9160688086794,660
"1781",9291,"Hello Kitty no Cinderella","Fantasy","Movie",1,6.6,362,6.6,92.5884988512716,660
"1782",16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo","Fantasy","ONA",1,6.6,3083,6.6,89.7092987994511,660
"1783",3280,"Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi","Action","Special",1,6.6,406,6.6,94.9737147615618,660
"1784",8304,"Koutetsu Sangokushi Special","Historical","Special",1,6.6,614,6.6,89.817647224525,660
"1785",32481,"Love Live! Kouhaku Special Anime","Music","Special",1,6.59,1291,6.59,96.5432955475148,659
"1786",5165,"Macross 25th Anniversary: All That VF Macross F Version","Action","ONA",1,6.6,2219,6.6,98.5976930177771,660
"1787",8518,"Mai-Otome Special: Otome no Inori","School","Special",1,6.6,2068,6.6,94.8140487755948,660
"1788",6270,"Neko Machi","Fantasy","OVA",1,6.6,716,6.6,94.735750235601,660
"1789",23427,"Oneechan ga Kita Special","Comedy","Special",1,6.6,11094,6.6,93.9690438619971,660
"1790",20155,"Ro-Kyu-Bu! SS Recap","Comedy","Special",1,6.6,2148,6.6,93.1822328600655,660
"1791",9078,"Rokudenashi Blues 1993","Action","Movie",1,6.6,298,6.6,93.4447037585409,660
"1792",17551,"Shakugan no Shana: Shana &amp; Yuuji no Naze Nani Shana! Nandemo Shitsumon-bako!","Comedy","Special",1,6.6,3965,6.6,96.7391536553348,660
"1793",12439,"Soukou Kihei Votoms: Vol.1 Stories of the &#039;A.T. Votoms&#039;","Action","OVA",1,6.6,289,6.6,90.2468611111404,660
"1794",950,"Street Fighter Alpha: Generations","Adventure","Movie",1,6.6,8906,6.6,91.5178592352032,660
"1795",8109,"Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou","Adventure","Movie",1,6.6,962,6.6,96.1697579592963,660
"1796",8965,"Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono","Adventure","OVA",1,6.6,745,6.6,93.388933947546,660
"1797",3570,"Yadosagashi","Adventure","Special",1,6.6,1113,6.6,93.4801467206054,660
"1798",29863,"Anata wo Zutto Aishiteru","Adventure","Movie",1,6.59,520,6.59,89.1246374388977,659
"1799",1789,"Argento Soma Special","Action","Special",1,6.59,2508,6.59,95.3189943089999,659
"1800",9795,"Atashin&#039;chi Movie","Comedy","Movie",1,6.59,260,6.59,90.9708137873229,659
"1801",25457,"Avengers Confidential: Black Widow to Punisher","Action","Movie",1,6.59,1742,6.59,85.776019412801,659
"1802",9857,"Bakusou Kyoudai Let&#039;s &amp; Go Special","Adventure","Special",1,6.59,344,6.59,87.0673558357287,659
"1803",7336,"Cyborg 009: Chou Ginga Densetsu","Action","Movie",1,6.59,1003,6.59,93.668887299377,659
"1804",2637,"Doraemon: It&#039;s Autumn!","Adventure","Special",1,6.59,483,6.59,96.2928929797074,659
"1805",20469,"Himeyuri","Drama","Movie",1,6.59,395,6.59,89.3067397387408,659
"1806",31598,"Luger Code 1951","Action","Special",1,6.59,14410,6.59,96.0675819344626,659
"1807",11221,"Machikado no Märchen","Romance","OVA",1,6.59,333,6.59,87.7232100732745,659
"1808",5164,"Macross 25th Anniversary: All That VF Macross Zero Version","Action","ONA",1,6.59,2062,6.59,90.917836829502,659
"1809",2047,"Ningyo","Fantasy","Movie",1,6.59,2265,6.59,92.9534597117508,659
"1810",920,"Nurse Witch Komugi-chan Magikarte Special","Comedy","Special",1,6.59,3397,6.59,91.2852189656622,659
"1811",7117,"Pika Don","Drama","Movie",1,6.59,392,6.59,89.0445697379194,659
"1812",21571,"Pokemon: Pikachu, Kore Nan no Kagi?","Adventure","Movie",1,6.59,2213,6.59,90.7890657952632,659
"1813",27967,"Senran Kagura: Estival Versus - Shoujo-tachi no Sentaku","Action","OVA",1,6.59,6920,6.59,88.3373250302643,659
"1814",4524,"Shenmue: The Movie","Action","Movie",1,6.59,682,6.59,90.6905400058013,659
"1815",21103,"Utopia","Music","Music",1,6.59,3519,6.59,90.4338923949508,659
"1816",30573,"Break Blade: Virgins War","Action","Special",1,6.58,1876,6.58,89.2856452482138,658
"1817",9690,"Densetsu no Yuusha no Densetsu: Iris Report","Action","Special",1,6.58,11765,6.58,95.2978820200756,658
"1818",6518,"Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?","Kids","Movie",1,6.58,312,6.58,93.084186392032,658
"1819",6310,"Kinnikuman II Sei: Second Generations","Comedy","Movie",1,6.58,459,6.58,91.9436202360465,658
"1820",7295,"Koi Tsubomi","Fantasy","Music",1,6.58,1242,6.58,94.36966211051,658
"1821",2045,"Mahou no Tenshi Creamy Mami: Eien no Once More","Comedy","OVA",1,6.58,498,6.58,90.2009727475322,658
"1822",1879,"Midnight Eye: Gokuu","Action","OVA",1,6.58,2670,6.58,89.8840420346298,658
"1823",34475,"Monster Strike: Rain of Memories","Action","ONA",1,6.58,313,6.58,92.771816741011,658
"1824",8496,"Neko Neko Fantasia","Comedy","OVA",1,6.58,187,6.58,94.399924909955,658
"1825",6555,"Pokemon: Pikachu no Kirakira Daisousaku!","Adventure","Special",1,6.58,3786,6.58,89.1507195317831,658
"1826",11853,"Pokemon: Pikachu no Summer Bridge Story","Adventure","Special",1,6.57,2535,6.57,90.8965540140751,657
"1827",28511,"Precure All Stars Movie: Haru no Carnival♪","Action","Movie",1,6.58,988,6.58,89.796038987619,658
"1828",3757,"Sekai Meisaku Douwa: Aladdin to Mahou no Lamp","Adventure","Movie",1,6.58,573,6.58,91.1401534224386,658
"1829",8603,"Tegami: Haikei Juugo no Kimi e","Music","Music",1,6.58,653,6.58,89.9518089052788,658
"1830",30218,"The iDOLM@STER Cinderella Girls: Special Program","Comedy","Special",1,6.57,1802,6.57,89.6902900091975,657
"1831",5819,"Tori no Uta","Fantasy","OVA",1,6.58,2426,6.58,90.3275565690657,658
"1832",14173,"Upotte!! OVA","Comedy","OVA",1,6.58,10076,6.58,90.1354713934242,658
"1833",19081,"Weekender Girl","Music","Music",1,6.58,1174,6.58,91.3091498296468,658
"1834",819,"Boku wa Imouto ni Koi wo Suru","Romance","OVA",1,6.57,26923,6.57,87.5202286489571,657
"1835",30907,"Eine Kleine","Drama","Music",1,6.57,261,6.57,90.4309672440067,657
"1836",8332,"Kudan","Fantasy","Movie",1,6.57,189,6.57,99.6620191977336,657
"1837",5844,"Pokemon: Pikachu no Obake Carnival","Adventure","Special",1,6.57,3365,6.57,92.1313620294354,657
"1838",7550,"Pokemon: Pikachu Tanken Club","Adventure","Special",1,6.57,3571,6.57,95.5564957610368,657
"1839",1527,"Pokemon: Senritsu no Mirage Pokemon","Adventure","Special",1,6.57,13040,6.57,90.8466817958072,657
"1840",7496,"Saiyuuki: Son Gokuu Monogatari","Adventure","Movie",1,6.57,574,6.57,92.4844381367329,657
"1841",7377,"Winter Sonata Episode 0","Drama","Special",1,6.57,3300,6.57,91.3878274572528,657
"1842",16702,"Doraemon: Nobita to Mirai Note","Adventure","OVA",1,6.56,271,6.56,92.1329508680256,656
"1843",7157,"Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete","Comedy","Movie",1,6.56,575,6.56,93.4409828629156,656
"1844",5496,"Feng Yun Jue","Action","Movie",1,6.56,1455,6.56,92.8227927114608,656
"1845",12497,"Garakuta-doori no Stain: Epilogue","Comedy","OVA",1,6.56,181,6.56,90.8199609220035,656
"1846",9333,"Koi☆Sento","Comedy","OVA",1,6.56,4830,6.56,89.5298474285353,656
"1847",6492,"Minky Momo in Tabidachi no Eki","Drama","OVA",1,6.56,400,6.56,94.4926915578916,656
"1848",3758,"Panda no Daibouken","Adventure","Movie",1,6.56,300,6.56,93.381060648489,656
"1849",10739,"Panty &amp; Stocking in Sanitarybox","Action","Special",1,6.56,19669,6.56,94.9092550310828,656
"1850",21695,"Pokemon XY SP: Road to Kalos","Action","Special",1,6.56,2865,6.56,94.4932912545724,656
"1851",29419,"Pokemon XY: New Year&#039;s Eve 2014 Super Mega Special","Action","Special",1,6.56,1358,6.56,89.9682236009396,656
"1852",14675,"Rinne no Lagrange: Kamogawa Memoria","Action","Special",1,6.56,1787,6.56,88.9080261347461,656
"1853",9202,"Seikon no Qwaser: Jotei no Shouzou","Action","OVA",1,6.56,14605,6.56,92.6780734893923,656
"1854",27891,"Sword Art Online II: Debriefing","Action","Special",1,6.56,39092,6.56,90.7068045944383,656
"1855",4991,"Wakakusa Monogatari","Historical","Special",1,6.56,373,6.56,92.4744940888067,656
"1856",22249,"Yodaka no Hoshi","Adventure","Movie",1,6.56,1082,6.56,90.2552587791533,656
"1857",5772,"Akaneiro ni Somaru Saka: Hardcore","Comedy","Special",1,6.55,26925,6.55,89.2590694730097,655
"1858",5238,"Chocolate Underground: Bokura no Chocolate Sensou","Adventure","Movie",1,6.55,1432,6.55,91.0225373902808,655
"1859",2312,"Daishizen no Majuu: Bagi","Action","Movie",1,6.55,1479,6.55,85.5293330820498,655
"1860",21041,"Follow Me","Drama","Music",1,6.55,1165,6.55,90.7213698279677,655
"1861",9035,"Lupin the Third","Adventure","Music",1,6.55,1484,6.55,89.8861481517932,655
"1862",23399,"Minami no Shima no Dera-chan","Comedy","Movie",1,6.55,7224,6.55,93.3541249911502,655
"1863",761,"Naruto: Akaki Yotsuba no Clover wo Sagase","Adventure","Special",1,6.55,47587,6.55,94.9310790154101,655
"1864",4890,"Peut-etre Toi","Music","Music",1,6.55,1532,6.55,88.1437526459706,655
"1865",2237,"Rozen Maiden: Meitantei Kunkun - Duell Walzer","Comedy","Special",1,6.55,13901,6.55,91.4300525140874,655
"1866",608,"Sakura Taisen: Katsudou Shashin","Adventure","Movie",1,6.55,4010,6.55,85.2068502567076,655
"1867",12441,"Soukou Kihei Votoms: Vol.2 Highlights of the &#039;A.T. Votoms&#039;","Action","OVA",1,6.55,283,6.55,91.1679701543236,655
"1868",8966,"Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen","Adventure","OVA",1,6.55,738,6.55,90.6078284159238,655
"1869",27387,"Under the Dog","Action","OVA",1,6.55,29922,6.55,95.2579404285767,655
"1870",30143,"Bobobo-bo Bo-bobo Recap","Action","Special",1,6.54,606,6.54,84.9828637962992,654
"1871",2915,"Chikyuu ga Ugoita Hi","Drama","Movie",1,6.54,744,6.54,88.7119753977186,654
"1872",12685,"Code Geass: Nunnally in Wonderland","Comedy","OVA",1,6.54,37087,6.54,93.3724303595275,654
"1873",7158,"Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi","Comedy","Movie",1,6.54,553,6.54,86.7457249574031,654
"1874",2071,"Hana yori Dango (Movie)","Drama","Movie",1,6.54,4576,6.54,91.8801994670284,654
"1875",13935,"Houkago Midnighters","Fantasy","Movie",1,6.54,847,6.54,91.2348932336145,654
"1876",3153,"Kagaku Ninja-tai Gatchaman (Movie)","Action","Movie",1,6.54,694,6.54,92.2884294344549,654
"1877",3274,"Kinnikuman: Ooabare! Seigi Choujin","Action","Movie",1,6.54,327,6.54,91.4795237810786,654
"1878",13239,"Mass Effect: Paragon Lost","Action","Movie",1,6.54,5305,6.54,93.0037024890226,654
"1879",21679,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA","Comedy","OVA",1,6.54,14564,6.54,89.2083228836404,654
"1880",10849,"Shinryaku! Ika Musume: Ika Ice Tabena-ika?","Music","Music",1,6.54,3600,6.54,88.4381253080136,654
"1881",15453,"Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!","Music","Music",1,6.54,2162,6.54,96.5504241173262,654
"1882",2428,"Tanpen Unico: Kuroi Kumo to Shiroi Hane","Adventure","Movie",1,6.54,699,6.54,93.1540063292255,654
"1883",18063,"Tiger Mask Fuku Men League Sen","Shounen","Movie",1,6.54,253,6.54,92.0439341511615,654
"1884",8949,"Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi","Kids","OVA",1,6.54,749,6.54,91.3638705377153,654
"1885",3546,"Kochira Katsushikaku Kameari Kouenmae Hashutsujo","Comedy","Special",1,6.53,323,6.53,91.6537365391925,653
"1886",10207,"Lily to Kaeru to (Otouto)","Adventure","Special",1,6.53,760,6.53,92.9180288711477,653
"1887",4388,"Mazinger Z tai Dr. Hell","Action","Movie",1,6.53,630,6.53,95.3067134593744,653
"1888",3147,"Me gumi no Daigo: Kajiba no Baka Yarou","Drama","Movie",1,6.53,490,6.53,92.4724590507712,653
"1889",16331,"Next A-Class","Action","ONA",1,6.53,4394,6.53,93.2838766098365,653
"1890",33102,"Nijiiro Days: Houkago Special","Comedy","Special",1,6.54,1985,6.54,93.4451299656768,654
"1891",2063,"Rhea Gall Force","Action","OVA",1,6.53,1085,6.53,91.5515620633732,653
"1892",18061,"Tiger Mask (Movie)","Shounen","Movie",1,6.53,243,6.53,97.4645576689619,653
"1893",5272,"Tondemo Nezumi Daikatsuyaku","Adventure","Movie",1,6.53,252,6.53,93.5856479008251,653
"1894",5917,"Tsuru ni Notte: Tomoko no Bouken","Drama","Movie",1,6.53,321,6.53,91.0037941845726,653
"1895",7659,"Aisubeki Mirai e","Music","Music",1,6.52,966,6.52,86.8078175457536,652
"1896",1270,"Black Magic M-66","Action","OVA",1,6.52,5496,6.52,88.504423566881,652
"1897",5539,"Blassreiter: Navi","Action","Special",1,6.52,2914,6.52,89.695392994416,652
"1898",9390,"Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen","Action","OVA",1,6.52,208,6.52,87.9347888274303,652
"1899",4756,"Hello Harinezumi: Satsui no Ryoubun","Drama","OVA",1,6.52,1213,6.52,94.3248773310505,652
"1900",13137,"Itsuka Tenma no Kuro Usagi Special","Comedy","Special",1,6.52,3251,6.52,92.784455415588,652
"1901",22049,"Just Awake","Action","Music",1,6.52,1057,6.52,85.8176161969876,652
"1902",7571,"Kita e.: Diamond Dust Drops Special","Drama","Special",1,6.52,804,6.52,90.745758032096,652
"1903",3323,"Kite Liberator","Action","OVA",1,6.52,15827,6.52,88.7457856151188,652
"1904",7547,"Komadori Eiga: Komaneko","Kids","Movie",1,6.52,238,6.52,94.4546010341362,652
"1905",16690,"My Life","Drama","ONA",1,6.52,1507,6.52,91.2941833911189,652
"1906",10547,"Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?","Drama","OVA",1,6.52,8216,6.52,91.7127614284498,652
"1907",5845,"Pokemon: Pikachu no Natsumatsuri","Action","Special",1,6.52,3586,6.52,91.8981867431204,652
"1908",13153,"Renkyori Enai","Music","Music",1,6.52,719,6.52,96.8860703925068,652
"1909",1999,"Sakura Taisen: Sumire","Adventure","OVA",1,6.52,1655,6.52,95.9163576909234,652
"1910",3755,"Sekai Meisaku Douwa: Oyayubi Hime","Fantasy","Movie",1,6.52,432,6.52,91.4210578920123,652
"1911",31894,"The iDOLM@STER Million Live! &quot;Dreaming!&quot; Animation PV","Music","Music",1,6.52,658,6.52,90.561645016473,652
"1912",1624,"To Heart 2 Special","Drama","Special",1,6.52,2599,6.52,86.2729320878848,652
"1913",4099,"Wolf Daddy","Fantasy","Movie",1,6.52,552,6.52,90.3498689142594,652
"1914",17010,"Yasashii March: The Tender March","Music","Music",1,6.52,699,6.52,94.8216248805055,652
"1915",1107,"Youjuu Toshi","Action","Movie",1,6.52,13480,6.52,87.878000841259,652
"1916",15219,".hack//Versus: The Thanatos Report","Action","Special",1,6.51,4474,6.51,91.3013207618263,651
"1917",17325,"Ajin Senshi","Fantasy","Movie",1,6.51,603,6.51,87.653328489004,651
"1918",5848,"Cinnamon the Movie","Fantasy","Movie",1,6.51,493,6.51,90.9653433597071,651
"1919",31561,"Gangsta. Recap","Action","Special",1,6.51,10234,6.51,89.923228187424,651
"1920",28913,"Hidamari Sketch x 365 Recap","Comedy","Special",1,6.51,424,6.51,87.6868218040601,651
"1921",5956,"High School! Kimengumi (Movie)","Action","Movie",1,6.51,270,6.51,89.1928402484685,651
"1922",17813,"Kyoto Animation: Megane-hen","Thriller","Special",1,6.51,5705,6.51,90.9737386675421,651
"1923",5466,"Mahoutsukai Tai! vs. Shamanic Princess","Comedy","OVA",1,6.51,820,6.51,90.3960930937807,651
"1924",2621,"Natsu e no Tobira","Drama","Movie",1,6.51,1975,6.51,92.9062422601606,651
"1925",2267,"Red Garden: Dead Girls","Mecha","OVA",1,6.51,5652,6.51,88.6833292193885,651
"1926",2099,"Silent Mobius: The Motion Picture","Adventure","Movie",1,6.51,2194,6.51,87.1501692789193,651
"1927",32684,"Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!","Comedy","Special",1,6.51,814,6.51,89.8291268237082,651
"1928",10342,"Tetsuwan Atom: Uchuu no Yuusha","Action","Movie",1,6.51,661,6.51,95.112359079624,651
"1929",33934,"Trigger-chan","Action","ONA",1,6.51,5051,6.51,92.3305166642091,651
"1930",31128,"Arslan Senki (TV): Dakkan no Yaiba","Action","Special",1,6.5,6686,6.5,93.4387885308975,650
"1931",18669,"Black Jack: Karte NG Extras","Comedy","Special",1,6.5,612,6.5,91.257958802781,650
"1932",3007,"Bronze: Kouji Nanjo Cathexis","Music","OVA",1,6.5,2929,6.5,89.563953654001,650
"1933",2256,"Choujuu Kishin Dancougar: Ushinawareta Monotachi e no Requiem","Action","OVA",1,6.5,653,6.5,89.5872760503322,650
"1934",31530,"Classroom☆Crisis Special","School","Special",1,6.5,2738,6.5,88.9927320020119,650
"1935",14889,"Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA","Comedy","OVA",1,6.5,3456,6.5,93.9745417744061,650
"1936",1361,"Final Fantasy: The Spirits Within","Sci-Fi","Movie",1,6.5,53822,6.5,92.5932347631057,650
"1937",10262,"Gag Manga Biyori: Jump Festa 2002 Special","Comedy","Special",1,6.5,513,6.5,88.4908618672088,650
"1938",28915,"Hidamari Sketch x ☆☆☆ Recap","Comedy","Special",1,6.5,421,6.5,91.1636107844246,650
"1939",2601,"Juusenki L-Gaim III: Full Metal Soldier","Action","OVA",1,6.5,517,6.5,90.0260434280444,650
"1940",559,"RahXephon Interlude: Her and Herself/Thatness and Thereness","Drama","OVA",1,6.5,5090,6.5,91.5381400079845,650
"1941",2698,"Sanctuary","Action","OVA",1,6.5,1514,6.5,94.8762438176262,650
"1942",1217,"Seikimatsu★Darling","Comedy","OVA",1,6.5,4816,6.5,88.3132738676856,650
"1943",22361,"Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?","Adventure","Special",1,6.51,216,6.51,89.4510429979276,651
"1944",4475,"Toshi wo Totta Wani","Drama","Movie",1,6.5,1638,6.5,90.7744432045977,650
"1945",3905,"Wanpaku Ouji no Orochi Taiji","Adventure","Movie",1,6.5,704,6.5,93.4063255164561,650
"1946",6148,"Yurumates","Comedy","OVA",1,6.5,4549,6.5,96.300144738812,650
"1947",14373,"Arata naru Sekai: World&#039;s/Start/Load/End","Sci-Fi","OVA",1,6.49,13647,6.49,88.1193897208714,649
"1948",9166,"Attack No.1: Namida no Sekai Senshuken","Drama","Movie",1,6.49,248,6.49,89.6567193953455,649
"1949",17020,"D.C.III: Da Capo III Special","Drama","Special",1,6.49,3008,6.49,88.7438663458823,649
"1950",1753,"Di Gi Charat: Kuchi Kara Bazooka","Comedy","Special",1,6.49,1249,6.49,86.4744874743073,649
"1951",2647,"Dorami-chan: Mini-Dora SOS!!!","Fantasy","Movie",1,6.49,178,6.49,89.5690273625183,649
"1952",8450,"Guskou Budori no Denki","Drama","Movie",1,6.49,628,6.49,88.0498072107428,649
"1953",1851,"Haou Daikei Ryuu Knight: Adeu Legend Final","Adventure","OVA",1,6.49,435,6.49,91.7301236598908,649
"1954",9824,"Jigokudou Reikai Tsuushin","Fantasy","OVA",1,6.49,479,6.49,94.4179508638527,649
"1955",2293,"Kyoushoku Soukou Guyver","Action","Movie",1,6.49,3185,6.49,86.8180354221993,649
"1956",2046,"Mahou no Tenshi Creamy Mami: Long Goodbye","Comedy","OVA",1,6.49,476,6.49,91.4608110377729,649
"1957",5386,"Miyamoto Musashi: Souken ni Haseru Yume","Action","Movie",1,6.49,3721,6.49,89.0496332504707,649
"1958",2550,"Onboro Film","Comedy","Movie",1,6.49,1507,6.49,88.114703166555,649
"1959",5056,"Penguin Musume♥Heart Special","Comedy","Special",1,6.49,2564,6.49,90.6190121261751,649
"1960",21703,"Pokemon XY: New Year Special","Action","Special",1,6.49,2270,6.49,92.085167142887,649
"1961",14935,"Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!","Adventure","OVA",1,6.49,1701,6.49,88.5350457278711,649
"1962",24935,"Recorder to Randoseru Mi☆ Special","Comedy","Special",1,6.49,2752,6.49,87.0760897461882,649
"1963",10013,"Shouwa Monogatari (Movie)","Drama","Movie",1,6.49,878,6.49,89.5414603959124,649
"1964",1662,"Space Fantasia 2001 Nights","Drama","OVA",1,6.49,1284,6.49,94.1426585180729,649
"1965",27405,"Zou no Senaka: Tabidatsu Hi","Drama","OVA",1,6.49,136,6.49,89.480526719656,649
"1966",4070,"Black Jack: Dr. Pinoko no Mori no Bouken","Comedy","Special",1,6.48,1272,6.48,89.3053102057875,648
"1967",13169,"Buta","Adventure","Movie",1,6.48,4850,6.48,92.3568829976241,648
"1968",7816,"Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare","Comedy","Movie",1,6.48,557,6.48,87.5405401282957,648
"1969",8145,"Gegege no Kitarou: Nippon Bakuretsu","Action","Movie",1,6.48,340,6.48,91.6874322346361,648
"1970",1428,"Lupin III: Secret File","Adventure","OVA",1,6.48,1994,6.48,91.334356222634,648
"1971",8745,"Seikima II Humane Society: Jinrui Ai ni Michita Shakai","Demons","OVA",1,6.48,226,6.48,90.5196761740104,648
"1972",16415,"Sousei no Aquarion Special","Comedy","Special",1,6.48,1419,6.48,87.7871201925209,648
"1973",1903,"Stratos 4: Logbook","Action","Special",1,6.48,1090,6.48,90.1595495753971,648
"1974",8026,"Super Street Fighter IV","Action","OVA",1,6.48,4498,6.48,90.7073438232014,648
"1975",2631,"The☆Doraemons: Goal! Goal! Goal!!","Comedy","Movie",1,6.48,496,6.48,94.4695913122882,648
"1976",20965,"Wonder Garden","Fantasy","ONA",1,6.48,2855,6.48,92.4136840471025,648
"1977",8547,"Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis","Comedy","Movie",1,6.47,537,6.47,88.1769991739752,647
"1978",15093,"Koihime†Musou OVA Omake","Adventure","Special",1,6.47,992,6.47,87.701387349936,647
"1979",3884,"Maze☆Bakunetsu Jikuu: Hot Springs","Action","Special",1,6.47,646,6.47,93.677272427595,647
"1980",8743,"Memory (ONA)","Drama","ONA",1,6.47,1505,6.47,95.2380056718121,647
"1981",20907,"Ookii 1 Nensei to Chiisana 2 Nensei","Adventure","Movie",1,6.47,2830,6.47,87.1814003741258,647
"1982",31168,"Pokemon XY: Odemashi Ko Majin Hoopa","Action","OVA",1,6.47,1829,6.47,89.1561348232273,647
"1983",32993,"Sore ga Seiyuu!: Petit Uchiage","Comedy","Special",1,6.47,1651,6.47,90.4770038233457,647
"1984",30166,"Wangpai Yushi Di 0 Ji","Comedy","Special",1,6.47,465,6.47,85.8189890622115,647
"1985",31683,"Danchigai Special","Comedy","Special",1,6.46,8000,6.46,89.6622217188714,646
"1986",7667,"Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race","Comedy","Movie",1,6.46,557,6.46,84.7302261369487,646
"1987",5900,"Jean Valjean Monogatari","Drama","Special",1,6.46,422,6.46,89.9864592974643,646
"1988",17785,"Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film","Comedy","Special",1,6.46,431,6.46,87.1534647045735,646
"1989",887,"Megami Kouhosei Special Curriculum","Action","OVA",1,6.46,3710,6.46,92.5729374342235,646
"1990",9990,"Midori-ko","Dementia","Movie",1,6.46,609,6.46,89.1989920409107,646
"1991",10219,"Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special","Comedy","Special",1,6.46,10024,6.46,96.7239456283451,646
"1992",3474,"Push","Parody","Special",1,6.46,1272,6.46,93.4634271013245,646
"1993",3472,"Tenrankai no E","Comedy","Movie",1,6.46,1065,6.46,91.8098424081563,646
"1994",4521,"Watt Poe to Bokura no Ohanashi","Adventure","OVA",1,6.46,179,6.46,87.0227053856445,646
"1995",2008,"Yawara! Sore Yuke Koshinuke Kids!!","Action","Movie",1,6.46,763,6.46,90.5223153589502,646
"1996",29998,"Asobi ni Iku yo!: Asobi ni Oide - Owari","Comedy","Special",1,6.45,3380,6.45,90.7360900409469,645
"1997",9163,"Attack No.1 (1970)","Drama","Movie",1,6.45,329,6.45,87.1448648655519,645
"1998",722,"Baby☆Love","Comedy","OVA",1,6.45,3708,6.45,94.6613220947856,645
"1999",8278,"Biohazard 4: Incubate","Action","OVA",1,6.45,3604,6.45,86.822629497396,645
"2000",7718,"Denshinbashira Elemi no Koi","Fantasy","Movie",1,6.45,1139,6.45,89.3710377202416,645
"2001",6413,"Go! Go! Ackman","Action","OVA",1,6.45,450,6.45,92.5919199699926,645
"2002",13639,"Hi no Youjin","Historical","Movie",1,6.45,3757,6.45,85.2250574663032,645
"2003",12689,"Kiss Dum R: Meguriahi","Mecha","Special",1,6.45,683,6.45,90.3491490282633,645
"2004",2133,"Mari Iyagi","Drama","Movie",1,6.45,1967,6.45,92.3658108490756,645
